Adlercreutzia_equolifaciens,Agathobaculum_butyriciproducens,Akkermansia_muciniphila,Anaerobutyricum_hallii,Anaerofustis_stercorihominis,Anaerostipes_hadrus,Anaerotruncus_colihominis,Bacteroides_cellulosilyticus,Bacteroides_fragilis,Bacteroides_xylanisolvens,Bifidobacterium_adolescentis,Bifidobacterium_bifidum,Bifidobacterium_longum,Bifidobacterium_pseudocatenulatum,Blautia_hansenii,Blautia_hydrogenotrophica,Blautia_obeum,Blautia_wexlerae,Butyrivibrio_crossotus,Collinsella_aerofaciens,Coprococcus_catus,Coprococcus_comes,Dorea_formicigenerans,Dorea_longicatena,Enterocloster_citroniae,Faecalibacterium_prausnitzii,Flavonifractor_plautii,Ruthenibacterium_lactatiformans,Slackia_isoflavoniconvertens,Streptococcus_thermophilus,Disease
-0.4383203996784751,0.9856517663598978,0.19753916226646978,-0.5325310390953724,-0.2086655852666539,-0.6946173017382518,-0.2574494909957582,-0.51804568151374,0.13353388016854323,0.28536602145607687,1.035337045453853,-0.38485847153547886,-0.6193069980762644,-0.31130118167053394,-0.25128445859960913,-0.30259569356582766,-0.474391624293026,-0.7493867566289866,1.861194982692782,0.17214523762895592,0.3843977317592988,0.20477922261872344,-0.29460536039277213,-0.2535018826011284,-0.3335154550000959,0.687069469316206,-0.46587324059435026,-0.4689349512554863,-0.35709972437927223,-0.39864456092949047,0
-0.4383203996784751,-0.6357736589195115,2.1908404294316544,1.2612979847193238,-0.2086655852666539,0.9233700522847677,-0.2574494909957582,-0.51804568151374,0.7334763131344791,1.5456854197466592,-0.23300660247099536,-0.38485847153547886,-0.6193069980762644,-0.31130118167053394,-0.25128445859960913,-0.30259569356582766,0.333261321696302,1.0166053665643981,-0.4344703843796316,-0.6161438525212418,1.7766046359743037,1.3752932854250575,1.3266727735289776,0.5083966790383767,-0.3335154550000959,-0.648950428891816,-0.46587324059435026,-0.3098241679370626,-0.35709972437927223,2.8639501300427264,0
-0.4383203996784751,0.6622852692257574,2.4021146550819346,1.084346827420043,-0.2086655852666539,0.6009914669177991,-0.2574494909957582,-0.51804568151374,1.0217991541230973,0.850188392228916,0.5197022718324498,-0.38485847153547886,-0.6193069980762644,-0.31130118167053394,-0.25128445859960913,-0.30259569356582766,0.031223682492078617,0.5095927696750886,-0.4344703843796316,-0.6161438525212418,1.8472326139445008,1.4120872809248903,1.1792607235715784,0.5611301159671647,-0.3335154550000959,-0.45547769775133967,-0.46587324059435026,1.9170556983602993,-0.35709972437927223,1.7825895157975753,0
2.600888844479326,1.8076637983913069,-0.5145327432762127,-0.3433775834858506,-0.2086655852666539,-0.7969199089227794,-0.2574494909957582,2.2416977439508297,1.9981526874169413,0.03512758659983057,-0.5677997173196018,-0.38485847153547886,0.8222389236224134,-0.31130118167053394,-0.25128445859960913,-0.30259569356582766,-0.25563197728504755,-0.6134700917929068,-0.4344703843796316,1.479319473397296,1.1047809938304025,0.17034532068476704,-0.7896494029605449,0.9470430467568584,-0.3335154550000959,1.4969178782469408,-0.09183073274471973,2.4543084834238975,-0.35709972437927223,-0.39864456092949047,0
-0.4383203996784751,-0.3383820898514643,-0.5145327432762127,0.3583388620518643,-0.2086655852666539,-0.5692147398167511,-0.2574494909957582,2.324798279252297,2.1070428183581686,0.7118075111547254,-0.5677997173196018,-0.38485847153547886,-0.6193069980762644,-0.31130118167053394,-0.25128445859960913,-0.30259569356582766,0.3243710406033707,-0.2458880644688445,-0.4344703843796316,-0.21102531156818854,1.2552618646919842,0.7866746708317539,-0.7896494029605449,1.4544320388419634,-0.3335154550000959,-0.33951288420408926,-0.46587324059435026,-0.5156133434782675,-0.35709972437927223,-0.39864456092949047,0
-0.4383203996784751,0.27738501627671225,-0.5145327432762127,0.11243609254655358,-0.2086655852666539,-0.7304965176400341,-0.2574494909957582,2.3089706627486275,2.151240024818029,0.6429870696725942,-0.5677997173196018,-0.38485847153547886,-0.6193069980762644,-0.31130118167053394,-0.25128445859960913,-0.30259569356582766,0.011425532881280563,-0.37692186637884245,-0.4344703843796316,0.08875859414898896,1.4231482463667853,0.678844223662439,-0.7896494029605449,1.5041645773518713,-0.3335154550000959,-0.5379116359079227,-0.46587324059435026,-0.5156133434782675,-0.35709972437927223,-0.39864456092949047,0
-0.4383203996784751,1.9042271580939398,-0.49981209932737397,0.12109534255038351,-0.2086655852666539,-0.038544379013481886,-0.2574494909957582,-0.51804568151374,-0.563133743726031,1.531665225246104,-0.5677997173196018,-0.38485847153547886,-0.603134990534737,-0.31130118167053394,-0.25128445859960913,-0.30259569356582766,-0.4844167898425165,0.20229437823391022,2.447452596538151,-0.2737136219945846,1.6614785584108682,0.457000099762675,0.738868043255025,0.4856271967531181,-0.3335154550000959,0.1953514758487568,-0.46587324059435026,1.0481010246175522,2.7907093124678846,-0.39864456092949047,0
-0.4383203996784751,1.9215688972941307,-0.49247764984360587,0.18433726801307676,-0.2086655852666539,-0.02977156068677039,-0.2574494909957582,-0.51804568151374,-0.563133743726031,1.5644760268118405,-0.5677997173196018,-0.38485847153547886,-0.6193069980762644,-0.31130118167053394,-0.25128445859960913,-0.30259569356582766,-0.4544519898753567,0.22101682229108183,2.447241289030452,0.047612011393054356,1.624745921437762,0.44081740815506243,0.6853527890606985,0.5001882331118205,-0.3335154550000959,0.23577814933197366,-0.46587324059435026,0.9259081495959335,3.0277232020882594,-0.39864456092949047,0
-0.4383203996784751,1.9453469590013142,-0.49413962374095605,0.1278426056847939,-0.2086655852666539,-0.0945914877776942,-0.2574494909957582,-0.51804568151374,-0.563133743726031,1.5247882451342385,-0.5677997173196018,-0.38485847153547886,-0.6001424925211395,-0.31130118167053394,-0.25128445859960913,-0.30259569356582766,-0.45329338692640325,0.16532664847177417,2.4375668814197047,-0.2251695557950333,1.6731738731718613,0.5735409756000109,0.7122362015794713,0.4551192085307219,-0.3335154550000959,0.30945416338374826,-0.46587324059435026,1.209000182922229,2.995731848771781,-0.39864456092949047,0
-0.4383203996784751,-0.09250607525663677,1.3644447190688667,-0.7578413577191186,-0.2086655852666539,-0.9377588096235374,-0.2574494909957582,-0.51804568151374,-0.563133743726031,-0.40518689766062443,-0.1288434886101894,-0.38485847153547886,-0.3531948129767845,-0.31130118167053394,-0.25128445859960913,-0.30259569356582766,-0.22231156377604605,-0.9733127631396647,-0.31321070543507384,-0.48205445625355176,1.1902638670649621,-0.42380824682780355,-0.523956430871464,-0.0914971658888862,-0.3335154550000959,-0.05795239363153018,-0.46587324059435026,0.034881171291435226,2.9037472457490225,-0.39864456092949047,0
