#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/ubuntu/anaconda3/envs/metaphlan/bin/metaphlan --bowtie2out ./output/ERR209077.bowtie2out.bz2 /media/ubuntu/My Passport/NieisenHB 2014 PRIEB1220/ERR209077_1.fastq,/media/ubuntu/My Passport/NieisenHB 2014 PRIEB1220/ERR209077_2.fastq --nproc 60 --input_type fastq --read_min_len 50 -o ./output/ERR209077_mtphlan.txt
#9737083 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.9599	
k__Archaea	2157	0.0401	
k__Bacteria|p__Firmicutes	2|1239	51.56058	
k__Bacteria|p__Bacteroidota	2|976	43.39567	
k__Bacteria|p__Proteobacteria	2|1224	2.77977	
k__Bacteria|p__Lentisphaerae	2|256845	1.11039	
k__Bacteria|p__Tenericutes	2|544448	0.48205	
k__Bacteria|p__Verrucomicrobia	2|74201	0.38533	
k__Bacteria|p__Actinobacteria	2|201174	0.24611	
k__Archaea|p__Euryarchaeota	2157|28890	0.0401	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	25.34391	
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	23.73659	
k__Bacteria|p__Bacteroidota|c__CFGB658	2|976|	8.69797	
k__Bacteria|p__Bacteroidota|c__CFGB11479	2|976|	6.08997	
k__Bacteria|p__Firmicutes|c__CFGB79294	2|1239|	4.36917	
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	4.09002	
k__Bacteria|p__Firmicutes|c__CFGB2837	2|1239|	1.97354	
k__Bacteria|p__Firmicutes|c__CFGB4806	2|1239|	1.82779	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.78704	
k__Bacteria|p__Bacteroidota|c__CFGB4448	2|976|	1.706	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	1.68498	
k__Bacteria|p__Bacteroidota|c__CFGB629	2|976|	1.58652	
k__Bacteria|p__Firmicutes|c__CFGB1778	2|1239|	1.22817	
k__Bacteria|p__Bacteroidota|c__CFGB4405	2|976|	1.0813	
k__Bacteria|p__Firmicutes|c__CFGB2875	2|1239|	0.91271	
k__Bacteria|p__Firmicutes|c__CFGB1355	2|1239|	0.8491	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.83763	
k__Bacteria|p__Firmicutes|c__CFGB8294	2|1239|	0.69701	
k__Bacteria|p__Firmicutes|c__CFGB1226	2|1239|	0.68074	
k__Bacteria|p__Lentisphaerae|c__CFGB3176	2|256845|	0.64935	
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.6371	
k__Bacteria|p__Firmicutes|c__CFGB3070	2|1239|	0.55695	
k__Bacteria|p__Firmicutes|c__CFGB8140	2|1239|	0.43377	
k__Bacteria|p__Firmicutes|c__CFGB1359	2|1239|	0.40747	
k__Bacteria|p__Firmicutes|c__CFGB2834	2|1239|	0.40459	
k__Bacteria|p__Firmicutes|c__CFGB2984	2|1239|	0.40105	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.38533	
k__Bacteria|p__Firmicutes|c__CFGB73902	2|1239|	0.33858	
k__Bacteria|p__Firmicutes|c__CFGB2839	2|1239|	0.33398	
k__Bacteria|p__Tenericutes|c__CFGB1787	2|544448|	0.32937	
k__Bacteria|p__Firmicutes|c__CFGB79363	2|1239|	0.32415	
k__Bacteria|p__Firmicutes|c__CFGB10325	2|1239|	0.32338	
