#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/ubuntu/anaconda3/envs/metaphlan/bin/metaphlan --bowtie2out ./output/ERR209083.bowtie2out.bz2 /media/ubuntu/My Passport/NieisenHB 2014 PRIEB1220/ERR209083_1.fastq,/media/ubuntu/My Passport/NieisenHB 2014 PRIEB1220/ERR209083_2.fastq --nproc 60 --input_type fastq --read_min_len 50 -o ./output/ERR209083_mtphlan.txt
#15405885 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	98.74396	
k__Archaea	2157	1.14823	
k__Eukaryota	2759	0.10781	
k__Bacteria|p__Firmicutes	2|1239	49.68007	
k__Bacteria|p__Bacteroidota	2|976	42.96811	
k__Bacteria|p__Proteobacteria	2|1224	3.63141	
k__Archaea|p__Euryarchaeota	2157|28890	1.14823	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.97836	
k__Bacteria|p__Verrucomicrobia	2|74201	0.61282	
k__Bacteria|p__Lentisphaerae	2|256845	0.59361	
k__Bacteria|p__Actinobacteria	2|201174	0.23207	
k__Eukaryota|p__Eukaryota_unclassified	2759|	0.10781	
k__Bacteria|p__Tenericutes	2|544448	0.04751	
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	39.62435	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	26.90481	
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	7.48998	
k__Bacteria|p__Firmicutes|c__CFGB72899	2|1239|	4.95501	
k__Bacteria|p__Bacteroidota|c__CFGB645	2|976|	2.74805	
k__Bacteria|p__Firmicutes|c__CFGB10312	2|1239|	2.45263	
k__Bacteria|p__Proteobacteria|c__CFGB2404	2|1224|	1.36276	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.30474	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	1.14823	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.75466	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.74951	
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	2|1798710|	0.71779	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.61282	
k__Bacteria|p__Proteobacteria|c__CFGB10055	2|1224|	0.60283	
k__Bacteria|p__Bacteroidota|c__CFGB602	2|976|	0.54198	
k__Bacteria|p__Lentisphaerae|c__CFGB2378	2|256845|	0.5287	
k__Bacteria|p__Firmicutes|c__CFGB1325	2|1239|	0.5239	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.49368	
k__Bacteria|p__Firmicutes|c__CFGB79294	2|1239|	0.46721	
k__Bacteria|p__Firmicutes|c__CFGB2875	2|1239|	0.46252	
k__Bacteria|p__Firmicutes|c__CFGB1320	2|1239|	0.42689	
k__Bacteria|p__Proteobacteria|c__CFGB2874	2|1224|	0.42262	
k__Bacteria|p__Firmicutes|c__CFGB10477	2|1239|	0.38972	
k__Bacteria|p__Firmicutes|c__CFGB10299	2|1239|	0.36735	
k__Bacteria|p__Firmicutes|c__CFGB3062	2|1239|	0.34262	
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	0.32977	
k__Bacteria|p__Firmicutes|c__CFGB31455	2|1239|	0.2424	
k__Bacteria|p__Firmicutes|c__CFGB1780	2|1239|	0.23772	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107	2|1798710|	0.16196	
k__Bacteria|p__Firmicutes|c__CFGB1771	2|1239|	0.14902	
k__Bacteria|p__Firmicutes|c__CFGB2937	2|1239|	0.1444	
k__Bacteria|p__Firmicutes|c__CFGB2839	2|1239|	0.1438	
k__Bacteria|p__Firmicutes|c__CFGB2834	2|1239|	0.13145	
k__Eukaryota|p__Eukaryota_unclassified|c__Bigyra	2759||2683628	0.10781	
k__Bacteria|p__Firmicutes|c__CFGB1778	2|1239|	0.10479	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2106	2|1798710|	0.09861	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.09699	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.09653	
k__Bacteria|p__Firmicutes|c__CFGB74971	2|1239|	0.09559	
k__Bacteria|p__Firmicutes|c__CFGB1359	2|1239|	0.0795	
k__Bacteria|p__Firmicutes|c__CFGB3070	2|1239|	0.07817	
k__Bacteria|p__Firmicutes|c__CFGB1227	2|1239|	0.07014	
k__Bacteria|p__Actinobacteria|c__CFGB12107	2|201174|	0.06963	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.06545	
k__Bacteria|p__Firmicutes|c__CFGB9120	2|1239|	0.06445	
k__Bacteria|p__Lentisphaerae|c__CFGB2345	2|256845|	0.057	
k__Bacteria|p__Firmicutes|c__CFGB1226	2|1239|	0.0551	
k__Bacteria|p__Firmicutes|c__CFGB3023	2|1239|	0.05055	
k__Bacteria|p__Tenericutes|c__CFGB1787	2|544448|	0.04751	
k__Bacteria|p__Firmicutes|c__CFGB78183	2|1239|	0.04473	
k__Bacteria|p__Firmicutes|c__CFGB79270	2|1239|	0.04461	
k__Bacteria|p__Firmicutes|c__CFGB9583	2|1239|	0.04422	
k__Bacteria|p__Firmicutes|c__CFGB1473	2|1239|	0.0437	
k__Bacteria|p__Firmicutes|c__CFGB2845	2|1239|	0.04202	
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	0.04052	
k__Bacteria|p__Bacteroidota|c__CFGB667	2|976|	0.03891	
k__Bacteria|p__Firmicutes|c__CFGB1776	2|1239|	0.03436	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.03335	
k__Bacteria|p__Firmicutes|c__CFGB1677	2|1239|	0.03315	
k__Bacteria|p__Firmicutes|c__CFGB9512	2|1239|	0.02833	
