#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/ubuntu/anaconda3/envs/metaphlan/bin/metaphlan --bowtie2out ./output/ERR209085.bowtie2out.bz2 /media/ubuntu/My Passport/NieisenHB 2014 PRIEB1220/ERR209085_1.fastq,/media/ubuntu/My Passport/NieisenHB 2014 PRIEB1220/ERR209085_2.fastq --nproc 60 --input_type fastq --read_min_len 50 -o ./output/ERR209085_mtphlan.txt
#10135782 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	97.21444	
k__Archaea	2157	2.78556	
k__Bacteria|p__Firmicutes	2|1239	61.55654	
k__Bacteria|p__Bacteroidota	2|976	31.62244	
k__Archaea|p__Candidatus_Thermoplasmatota	2157|2283796	2.67263	
k__Bacteria|p__Proteobacteria	2|1224	1.45753	
k__Bacteria|p__Verrucomicrobia	2|74201	0.94572	
k__Bacteria|p__Tenericutes	2|544448	0.81825	
k__Bacteria|p__Actinobacteria	2|201174	0.59177	
k__Bacteria|p__Lentisphaerae	2|256845	0.22219	
k__Archaea|p__Euryarchaeota	2157|28890	0.11293	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	24.12196	
k__Bacteria|p__Bacteroidota|c__CFGB658	2|976|	12.43947	
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	11.82702	
k__Bacteria|p__Bacteroidota|c__CFGB11479	2|976|	7.22365	
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	5.51419	
k__Bacteria|p__Firmicutes|c__CFGB2875	2|1239|	4.38524	
k__Bacteria|p__Firmicutes|c__CFGB330	2|1239|	2.6953	
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata	2157|2283796|183967	2.67263	
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	2.02205	
k__Bacteria|p__Firmicutes|c__CFGB73062	2|1239|	2.00255	
k__Bacteria|p__Firmicutes|c__CFGB78857	2|1239|	1.71494	
k__Bacteria|p__Firmicutes|c__CFGB1349	2|1239|	1.66438	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.55975	
k__Bacteria|p__Firmicutes|c__CFGB10477	2|1239|	1.40646	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	1.29571	
k__Bacteria|p__Firmicutes|c__CFGB1778	2|1239|	1.10103	
k__Bacteria|p__Firmicutes|c__CFGB2984	2|1239|	0.97443	
k__Bacteria|p__Firmicutes|c__CFGB1798	2|1239|	0.86387	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.83308	
k__Bacteria|p__Firmicutes|c__CFGB78461	2|1239|	0.77078	
k__Bacteria|p__Firmicutes|c__CFGB1226	2|1239|	0.71795	
k__Bacteria|p__Firmicutes|c__CFGB1779	2|1239|	0.65111	
k__Bacteria|p__Firmicutes|c__CFGB79237	2|1239|	0.62502	
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	0.56011	
k__Bacteria|p__Firmicutes|c__CFGB79363	2|1239|	0.52999	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.50412	
k__Bacteria|p__Tenericutes|c__CFGB1787	2|544448|	0.50412	
k__Bacteria|p__Firmicutes|c__CFGB1776	2|1239|	0.50003	
k__Bacteria|p__Firmicutes|c__CFGB4806	2|1239|	0.46912	
k__Bacteria|p__Firmicutes|c__CFGB10312	2|1239|	0.46622	
k__Bacteria|p__Firmicutes|c__CFGB3070	2|1239|	0.43213	
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	0.41111	
k__Bacteria|p__Firmicutes|c__CFGB31455	2|1239|	0.3588	
k__Bacteria|p__Firmicutes|c__CFGB79294	2|1239|	0.35087	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.33362	
k__Bacteria|p__Tenericutes|c__CFGB1789	2|544448|	0.31413	
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	0.30402	
k__Bacteria|p__Firmicutes|c__CFGB1354	2|1239|	0.28792	
k__Bacteria|p__Firmicutes|c__CFGB58251	2|1239|	0.2793	
k__Bacteria|p__Firmicutes|c__CFGB10318	2|1239|	0.24579	
k__Bacteria|p__Firmicutes|c__CFGB9119	2|1239|	0.24223	
k__Bacteria|p__Firmicutes|c__CFGB3062	2|1239|	0.23768	
k__Bacteria|p__Firmicutes|c__CFGB2960	2|1239|	0.2007	
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.19098	
k__Bacteria|p__Firmicutes|c__CFGB9272	2|1239|	0.17567	
k__Bacteria|p__Lentisphaerae|c__CFGB2378	2|256845|	0.17061	
k__Bacteria|p__Firmicutes|c__CFGB2952	2|1239|	0.16035	
k__Bacteria|p__Firmicutes|c__CFGB2873	2|1239|	0.15241	
k__Bacteria|p__Firmicutes|c__CFGB73185	2|1239|	0.13924	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.13639	
k__Bacteria|p__Bacteroidota|c__CFGB1670	2|976|	0.1323	
k__Bacteria|p__Firmicutes|c__CFGB28372	2|1239|	0.1228	
k__Bacteria|p__Firmicutes|c__CFGB2949	2|1239|	0.12253	
k__Bacteria|p__Firmicutes|c__CFGB3069	2|1239|	0.1223	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.11293	
k__Bacteria|p__Verrucomicrobia|c__CFGB2165	2|74201|	0.11264	
k__Bacteria|p__Firmicutes|c__CFGB77220	2|1239|	0.09963	
k__Bacteria|p__Firmicutes|c__CFGB3038	2|1239|	0.09735	
k__Bacteria|p__Firmicutes|c__CFGB2840	2|1239|	0.09599	
k__Bacteria|p__Firmicutes|c__CFGB1359	2|1239|	0.09489	
k__Bacteria|p__Firmicutes|c__CFGB2834	2|1239|	0.0938	
k__Bacteria|p__Firmicutes|c__CFGB1785	2|1239|	0.0904	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.08765	
k__Bacteria|p__Firmicutes|c__CFGB1799	2|1239|	0.08492	
k__Bacteria|p__Firmicutes|c__CFGB3023	2|1239|	0.08255	
k__Bacteria|p__Firmicutes|c__CFGB3072	2|1239|	0.07595	
k__Bacteria|p__Firmicutes|c__CFGB10021	2|1239|	0.07364	
k__Bacteria|p__Firmicutes|c__CFGB2997	2|1239|	0.07173	
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.05157	
k__Bacteria|p__Firmicutes|c__CFGB1838	2|1239|	0.04809	
k__Bacteria|p__Firmicutes|c__CFGB3071	2|1239|	0.03831	
k__Bacteria|p__Firmicutes|c__CFGB2889	2|1239|	0.03814	
