#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/ubuntu/anaconda3/envs/metaphlan/bin/metaphlan --bowtie2out ./output/ERR209084.bowtie2out.bz2 /media/ubuntu/My Passport/NieisenHB 2014 PRIEB1220/ERR209084_1.fastq,/media/ubuntu/My Passport/NieisenHB 2014 PRIEB1220/ERR209084_2.fastq --nproc 60 --input_type fastq --read_min_len 50 -o ./output/ERR209084_mtphlan.txt
#12520107 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	98.08626	
k__Archaea	2157	1.81476	
k__Eukaryota	2759	0.09898	
k__Bacteria|p__Firmicutes	2|1239	60.31844	
k__Bacteria|p__Bacteroidota	2|976	34.68023	
k__Archaea|p__Euryarchaeota	2157|28890	1.81476	
k__Bacteria|p__Proteobacteria	2|1224	1.11912	
k__Bacteria|p__Verrucomicrobia	2|74201	0.83926	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.81635	
k__Bacteria|p__Actinobacteria	2|201174	0.29134	
k__Eukaryota|p__Eukaryota_unclassified	2759|	0.09898	
k__Bacteria|p__Lentisphaerae	2|256845	0.02151	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	35.96739	
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	33.66176	
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	8.11156	
k__Bacteria|p__Firmicutes|c__CFGB72899	2|1239|	4.9568	
k__Bacteria|p__Firmicutes|c__CFGB10312	2|1239|	2.46603	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	2.19472	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	1.81476	
k__Bacteria|p__Firmicutes|c__CFGB79294	2|1239|	0.91493	
k__Bacteria|p__Bacteroidota|c__CFGB645	2|976|	0.88634	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.87538	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.83926	
k__Bacteria|p__Firmicutes|c__CFGB10477	2|1239|	0.57959	
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	2|1798710|	0.47197	
k__Bacteria|p__Proteobacteria|c__CFGB2404	2|1224|	0.44221	
k__Bacteria|p__Firmicutes|c__CFGB10299	2|1239|	0.41576	
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	0.40333	
k__Bacteria|p__Firmicutes|c__CFGB1320	2|1239|	0.40174	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.28712	
k__Bacteria|p__Firmicutes|c__CFGB1325	2|1239|	0.26134	
k__Bacteria|p__Firmicutes|c__CFGB3062	2|1239|	0.24196	
k__Bacteria|p__Firmicutes|c__CFGB1227	2|1239|	0.2391	
k__Bacteria|p__Firmicutes|c__CFGB1771	2|1239|	0.23168	
