Corynebacterium_argentoratense,Clostridium_paraputrificum,Clostridium_disporicum,Butyricimonas_synergistica,Actinomyces_oris,Enterococcus_durans,Bifidobacterium_bifidum,Collinsella_aerofaciens,Blautia_obeum,Clostridium_butyricum,Faecalitalea_cylindroides,Bacteroides_intestinalis,Fannyhessea_vaginae,Abiotrophia_defectiva,Coprococcus_comes,Actinotignum_schaalii,Bacteroides_faecis,Enterococcus_faecalis,Christensenella_minuta,Eisenbergiella_tayi,Enterocloster_citroniae,Butyrivibrio_crossotus,Faecalicatena_orotica,Bacteroides_uniformis,Aggregatibacter_aphrophilus,Desulfovibrio_piger,Bifidobacterium_pseudocatenulatum,Adlercreutzia_equolifaciens,Citrobacter_portucalensis,Actinomyces_graevenitzii,Disease
0.0,0.0,0.0,0.0548,0.0,0.0,0.0,0.0,0.60777,0.0,0.0,0.0288,0.0,0.0,1.10496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73291,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.81209,0.0,0.0,0.0,1.04435,0.20672,0.0,0.00881,0.36683,0.0,0.0,0.80575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96485,0.0,0.0,0.0,0.06149,0.0,0.0,0
0.0,0.0,0.00052,0.0,0.0,0.0,0.0,0.51155,0.05295,0.0,0.0,0.06761,0.0,0.0,0.30146,0.0,0.22675,0.0,0.0,0.0,0.0,11.74642,0.0,1.24106,0.0,0.0,0.0,0.00151,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02312,0.01961,0.0,0.0,0.0,0.0,0.0,0.95277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.33625,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.80845,0.0,0.0,0.0,0.23135,0.39305,0.0,0.02196,0.0,0.0,0.0,1.249,0.0,0.0,0.1544,0.0,0.0,0.0,3.77534,0.0,6.8048,0.0,0.0,0.01109,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07114,0.45228,0.0,0.0,0.0,0.0,0.0,0.68635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.78073,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59828,0.25368,0.0,0.18862,0.01672,0.0,0.0,0.47992,0.0,0.04553,0.0,0.0,0.0,0.0,0.0,0.0,16.93662,0.0,0.0,0.15353,0.03752,0.0,0.0,0
0.0,0.0,0.0,0.25224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.47001,0.0,0.0,0.0,0.00081,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0756,0.0,0.0,0.0,0.0,0.0,0.0,1.28302,0.0,0.0,0.0,0.0,0.0,0.0,11.20981,0.0,0.0,0.0,0.02248,0.0,0.0,0.0,0.0,0
0.0,0.0,0.22147,0.0,0.0,0.0,0.0,0.0515,0.11616,0.0,0.0,0.41306,0.0,0.0,0.28755,0.0,0.04218,0.0,0.0,0.0,0.0,46.28073,0.0,0.17839,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.509,0.0,0.0,0.0,0.0,0.00538,0.22472,0.0,0.0,0.0,0.0,0.0,0.35993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68058,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0123,0.0,0.0,0.0,0.0,0.03743,0.15271,0.0,0.0,0.36876,0.0,0.0,0.45655,0.0,0.0,0.0,0.0,0.0,0.0,6.49184,0.0,4.23175,0.0,0.04979,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03965,0.0,0.0,0.0,0.0,0.0,0.05317,0.0,0.73717,0.0,0.0,0.0,0.0,0.0,0.0,0.44249,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03238,0.14535,0.0,0.0,0.0,0.0,0.0,0.14986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32405,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34903,0.0,0.0,0.0,0.0,0.0,0.38216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02363,0.0,0.0,7.51237,0.0,0.0,0.47182,0.0,0.0,0.0,0.0,0.02502,0.0,0.0,0.0,7.73927,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01509,0.0,0.0,19.46263,0.0,0.0,0.20848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.60003,0.0,0.0,0.05566,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00689,0.13328,0.0,0.0,3.01439,0.0,0.0,0.23769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39363,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03459,0.07468,0.0,0.0,8.03471,0.0,0.0,0.62878,0.0,1.61953,0.0,0.0,0.0,0.0,4.24446,0.0,9.62066,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34644,0.21346,0.0,0.0,0.0,0.0,0.0,1.12862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.39316,0.0,0.10648,0.02052,0.00517,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0376,0.0,0.0,0.0,0.0,0.0,0.43732,0.0,0.0,0.0,0.0,0.0,0.0,3.94231,0.0,6.14162,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.00267,0.0,0.0,0.0,0.0,0.05535,0.0,0.0,0.0,0.0,0.0,0.28033,0.0,0.0,0.0,0.0,0.0,0.0,3.3012,0.0,7.23904,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01397,0.01222,0.0,0.0,0.0,0.0,0.0,0.28074,0.0,0.0,0.0,0.0,0.0,0.0,36.8034,0.0,4.70114,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.04472,0.0,0.0,0.0,0.0,0.00381,0.59822,0.0,0.0,0.0,0.0,0.0,0.74015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.10542,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02172,0.0,0.0,0.0,0.0,0.0,0.90053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27573,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.11325,0.0,0.02853,0.0,0.0,0.0,0.01407,0.28044,0.0,0.89865,0.0,0.0,0.0,0.16106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1662,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02594,0.58661,0.0,0.0,0.0,0.0,0.0,0.3769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.07968,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18761,0.0,0.0,0.0,0.0,0.0,0.76236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.65643,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03644,0.48028,0.0,0.2017,0.0,0.0,0.0,0.47046,0.0,0.0,0.0,0.0,0.0,0.0,44.56183,0.0,2.04797,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00837,0.0,0.0,7.13218,0.0,0.0,0.05052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.94017,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0295,0.0,0.0,0.0,0.08175,0.19726,0.0,0.10613,0.0,0.0,0.0,1.35857,0.0,0.0,0.0,0.0,0.0,0.0,4.37597,0.0,3.43954,0.0,0.20958,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18309,0.35477,0.0,0.0,0.0,0.0,0.0,0.52804,0.0,0.0635,0.0,0.0,0.0,0.0,15.90999,0.0,0.08882,0.0,0.0,0.03814,0.0,0.0,0.0,0
0.0,0.0,0.0,0.2577,0.0,0.0,0.0,0.08544,0.04905,0.0,0.0,0.0,0.0,0.0,1.62763,0.0,0.0,0.0,0.0,0.0,0.0,7.44835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.02971,0.0,0.0,0.0,0.07472,0.0,0.0,0.0,0.0,0.0,0.0,0.4241,0.0,0.0,0.0,0.0,0.0,0.0,15.4772,0.0,8.48321,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.06738,0.0,0.0,0.0,0.0,0.54218,0.0,0.0617,0.0,0.0,0.0,0.54692,0.0,0.64541,0.0,0.0,0.0,0.0,0.0,0.0,2.75499,0.0,0.02428,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0213,0.04814,0.0,0.0,0.0,0.0,0.0,0.27099,0.0,0.0,0.0,0.0,0.0,0.00955,0.0,0.0,9.79758,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.10218,0.0,0.0,0.0,0.01504,0.3031,0.0,0.0,16.87574,0.0,0.0,0.20821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05368,0.0,0.0,0.04033,0.0,0.0,0.0,0
0.0,0.0,0.01032,0.00622,0.0,0.0,0.00175,0.16007,0.32064,0.0,0.0,0.0,0.0,0.0,0.49744,0.0,0.0,0.0,0.0,0.0,0.0,6.72891,0.0,3.80275,0.0,0.0,0.0,0.00688,0.0,0.0,0
0.0,0.00477,0.04009,0.0,0.0,0.0,0.0,0.0,0.41309,0.0,0.23069,0.0,0.0,0.0,1.35791,0.0,0.0,0.0,0.0,0.0,0.0,7.49945,0.0,11.80518,0.0,0.0,0.0,0.01941,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03382,0.0371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.13206,0.0,0.0,0.0,0.46303,0.90055,0.0,0.0,0.0,0.00887,0.0,2.70875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02382,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04549,0.21722,0.0,0.0,0.21658,0.0,0.0,0.41116,0.0,0.0,0.0,0.0,0.0,0.0,17.68526,0.0,1.44929,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02084,0.0223,0.0,0.0,0.0,0.0,0.0,0.13038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26709,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.48134,0.0,0.0,0.0,0.0,0.0,0.03004,0.0,0.0,0.0,0.0,0.0,0.54749,0.0,0.0,0.0,0.0,0.0,0.0,7.72351,0.0,0.56863,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10423,0.38744,0.0,0.0,2.24236,0.0,0.0,1.82716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.68778,0.0,0.0,0.02839,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08378,0.16186,0.0,0.0,0.0,0.0,0.0,0.33003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53793,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05644,0.21859,0.0,0.0,0.0,0.0,0.0,0.54791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85083,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.14309,0.0,0.0,0.0,0.10453,0.03251,0.0,0.0,0.0,0.0,0.0,0.56167,0.0,0.65176,0.0,0.0,0.0,0.0,17.19485,0.0,12.09243,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02153,0.0,0.0,0.0,0.0,0.0,0.18841,0.0,1.89412,0.0,0.0,0.0,0.0,45.12487,0.0,1.89594,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.00139,0.0,1.03517,0.0,0.0,0.0,0.0214,4.86022,0.0,0.0,0.0,0.0,0.0,1.23901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3627,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19541,0.0,0.0,0.0,0.0,0.0,0.47477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.98279,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.01107,0.0,0.0,0.0,0.0,0.09277,0.01926,0.0,0.0,0.01144,0.0,0.0,0.32414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.31747,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14391,0.0,0.0,0.0,11.86997,0.0,0.0,1.14322,0.0,0.0,0.0,0.0,0.16082,0.25678,0.0,0.0,4.09995,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02697,0.1101,0.0,0.0,0.0,0.0,0.0,0.99215,0.0,0.0,0.0,0.0,0.0,0.0,44.46458,0.0,1.98105,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03021,0.33991,0.0,0.0,0.0,0.0,0.0,0.68197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4677,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.04666,0.0,0.0,0.0,0.00719,0.36558,0.0,0.0,0.0,0.0,0.0,0.28682,0.0,0.0,0.0,0.0,0.0,0.0,14.76467,0.0,0.6267,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03551,0.11885,0.0,0.0,0.00204,0.0,0.0,0.20067,0.0,0.0,0.0,0.0,0.0,0.0,6.57249,0.0,0.12561,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07888,0.12216,0.0,0.0,0.0,0.0,0.0,0.19402,0.0,0.0,0.0,0.0,0.0,0.0,0.52039,0.0,3.14532,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20901,0.0,0.1854,0.0,0.0,0.0,0.32376,0.0,0.0,0.0,0.0,0.0,0.0,27.60586,0.0,1.46449,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.06704,0.0,0.0,0.0,0.08853,0.32283,0.0,0.0,0.0,0.0,0.0,0.47976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0133,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.02709,0.0,0.0,0.0,0.08836,0.15834,0.0,0.0,0.0,0.0,0.0,0.35948,0.0,0.0,0.0,0.0,0.0,0.0,38.91195,0.0,1.11367,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.17054,0.0,0.0,0.0,0.06643,0.0858,0.0,0.0,0.0,0.0,0.0,0.81786,0.0,0.0,0.0,0.0,0.0,0.00365,0.0,0.0,6.19216,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11305,0.0,0.0,0.0,0.0,0.0,0.37366,0.0,0.0,0.0,0.0,0.0,0.0,0.41779,0.0,0.66921,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03229,0.03531,0.0,0.0,0.0,0.0,0.0,0.49977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.48756,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74756,0.891,0.0,0.42519,5.01841,0.0,0.0,1.7159,0.0,0.0,0.0,0.0,0.00458,0.00742,0.0,0.0,4.44554,0.0,0.0,0.52401,0.15641,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18586,0.0,0.0,0.0,0.0,0.0,0.08918,0.0,0.0,34.37764,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0941,0.16585,0.0,0.0,0.0,0.0,0.0,1.40317,0.0,0.0,0.0,0.0,0.0,0.01307,0.0,0.0,21.70743,0.0,0.0,0.0,0.00139,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15268,0.28316,0.0,0.0,0.07109,0.0,0.0,0.23978,0.0,0.0,0.0,0.0,0.00427,0.01685,0.0,0.0,13.35273,0.0,0.0,0.0,0.01081,0.0,0.0,0
0.0,0.0,0.05747,0.02759,0.0,0.0,0.0,0.26959,0.17216,0.0,0.41922,0.0,0.0,0.0,0.47609,0.0,0.0,0.0,0.0,0.0,0.0,8.40139,0.0,13.51264,0.0,0.0,0.00082,0.00232,0.0,0.0,0
0.0,0.01977,0.0,0.01318,0.0,0.0,0.0,0.03995,0.42342,0.0,0.0,0.0,0.0,0.0,0.12434,0.0,0.61124,0.0,0.0,0.0,0.0,0.0,0.0,3.34232,0.0,0.06244,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15841,0.12809,0.0,0.0,0.0,0.0,0.0,0.11617,0.0,0.0,0.0,0.0,0.00139,0.00325,0.00365,0.0,17.02573,0.0,0.01394,0.0,0.00882,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03282,0.17145,0.0,0.00711,0.24171,0.0,0.0,0.35317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.83557,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0422,0.0,0.0,0.0,0.0,0.0,0.34326,0.0,3.61149,0.0,0.0,0.0,0.0,0.0,0.0,15.97853,0.0,0.05313,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04438,0.06284,0.0,0.0,0.19825,0.0,0.0,0.146,0.0,0.51257,0.0,0.0,0.0,0.00531,18.72129,0.0,1.93633,0.0,0.03588,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0721,0.0,0.0,0.0,0.0,0.01742,0.11861,0.0,0.0,0.0,0.0,0.0,1.32308,0.0,0.0,0.0,0.0,0.0,0.0,14.87019,0.0,0.05491,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.25932,0.0,0.0,0.0,0.08086,0.04159,0.0,0.0,0.0,0.0,0.0,1.84615,0.0,4.64934,0.0,0.0,0.00186,0.0,0.00296,0.0,1.79956,0.0,0.058,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.04851,0.0,0.0,0.0,0.0,0.0,0.7196,0.0,0.0,0.0,0.0,0.0,0.0,23.93989,0.0,3.05755,0.0,0.0,0.0,0.00503,0.0,0.0,0
0.0,0.0,0.26126,0.0,0.0,0.0,0.0,0.02062,0.02024,0.0,0.0,0.0,0.0,0.0,0.65861,0.0,0.0,0.0,0.0,0.0,0.00337,0.0,0.0,1.8606,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.04347,0.00954,0.0,0.0,0.0,0.09636,0.46123,0.0,0.0,0.0,0.0,0.0,1.66017,0.0,0.0,0.0,0.0,0.0,0.0,0.00161,0.0,1.40635,0.0,0.01803,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62888,0.0,0.43985,0.00117,0.0,0.0,0.31636,0.0,0.0,0.0,0.05146,4.08265,0.0,0.0,0.0,2.19417,0.0,0.0,0.0,0.00224,0.0,0.0,0
