Corynebacterium_argentoratense,Clostridium_paraputrificum,Clostridium_disporicum,Butyricimonas_synergistica,Actinomyces_oris,Enterococcus_durans,Bifidobacterium_bifidum,Collinsella_aerofaciens,Blautia_obeum,Clostridium_butyricum,Faecalitalea_cylindroides,Bacteroides_intestinalis,Fannyhessea_vaginae,Abiotrophia_defectiva,Coprococcus_comes,Actinotignum_schaalii,Bacteroides_faecis,Enterococcus_faecalis,Christensenella_minuta,Eisenbergiella_tayi,Enterocloster_citroniae,Butyrivibrio_crossotus,Faecalicatena_orotica,Bacteroides_uniformis,Aggregatibacter_aphrophilus,Desulfovibrio_piger,Bifidobacterium_pseudocatenulatum,Adlercreutzia_equolifaciens,Citrobacter_portucalensis,Actinomyces_graevenitzii,Disease
0.0,0.0,0.0,0.18435,0.0,0.0,0.0,0.10153,1.3831,0.0,0.0,0.0,0.0,0.0,1.18904,0.0,1.82726,0.0,0.0,0.0,0.0,0.0,0.0,4.00471,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.02103,0.0,0.0,0.0,0.04311,0.00993,0.0,0.0,0.0,0.0,0.0,0.16262,0.0,0.0,0.0,0.0,0.0,0.00118,0.0,0.0,3.27675,0.0,0.00797,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4836,0.32086,0.0,0.0,0.0,0.0,0.0,0.83042,0.0,0.0,0.0,0.0,0.01293,0.0,0.0,0.0,1.59235,0.0,0.0,0.0,0.00622,0.0,0.0,0
0.0,0.0,0.02707,0.0,0.0,0.0,0.0,0.01484,0.05417,0.0,0.21591,0.0,0.0,0.0,0.36024,0.0,0.26604,0.0,0.0,0.0,0.0,0.0,0.0,0.41988,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.00589,0.0,0.0,0.0,0.03642,0.01769,0.0,0.0,0.0,0.0,0.0,0.20576,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,2.95226,0.0,0.01942,0.0,0.00126,0.0,0.0,0
0.0,0.0,0.0,0.01444,0.0,0.0,0.00117,0.01263,0.30992,0.0,0.03591,0.0,0.0,0.0,0.31951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90162,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02687,0.01527,0.0,0.0,0.0,0.0,0.0,0.46062,0.0,2.74024,0.0,0.0,0.0,0.00647,0.0,0.0,27.28824,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.55974,0.0,0.0,0.0,0.0,0.06914,0.0,0.0,0.0,0.0,0.0,0.92069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03252,0.0,0.0,0.0,0.01058,0.0,0.0,0
0.0,0.0,0.02703,0.0,0.0,0.0,0.0,0.25863,0.09912,0.0,0.0,0.0,0.0,0.0,0.58532,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,2.78268,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.78436,0.03197,0.0,0.0,0.0,0.01247,0.02402,0.0,0.0,0.0,0.0,0.0,0.26305,0.0,1.08255,0.0,0.0,0.0,0.0,20.3049,0.0,6.70439,0.0,0.07599,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06689,0.03791,0.0,0.0,0.0,0.0,0.0,0.43834,0.0,0.0,0.0,0.0,0.0,0.01861,0.0,0.0,6.1455,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.03015,0.0035,0.0,0.0,0.0,0.08145,0.04992,0.0,0.0,2.75624,0.0,0.0,0.12994,0.0,1.10715,0.0,0.0,0.0,0.0,6.59838,0.0,10.55341,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.01457,0.0,0.0,0.0,0.0,0.20299,0.13449,0.0,0.0,0.0,0.0,0.0,0.49681,0.0,0.0,0.0,0.0,0.00165,0.0,2.56161,0.0,5.83528,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.02464,0.0,0.0,0.0,0.0,0.19442,0.1487,0.0,0.0,0.0,0.0,0.0,1.65481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.29074,0.0,0.01775,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.15069,0.0,0.0,0.0,1.10793,0.29012,0.0,0.0,0.0,0.0,0.0,2.35312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70832,0.0,0.0,0.0,0.00692,0.0,0.0,0
0.0,0.0,0.0,0.06456,0.0,0.0,0.0,0.15907,0.01728,0.0,0.0,0.0,0.0,0.0,0.22897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26939,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.02975,0.0,0.0,0.0,0.0,0.0,0.00514,0.0,0.1217,0.0,0.0,0.0,0.42697,0.0,2.62404,0.0,0.0,0.01226,0.01682,0.0,0.0,8.48592,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.12575,0.0,0.0,0.0,0.0,0.20391,0.00681,0.0,0.0,0.0,0.0,0.0,0.40996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.00568,0.0,0.0,0.0,0.00863,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06657,0.23201,0.0,0.0,1.28928,0.0,0.0,0.42149,0.0,0.0,0.0,0.0,0.0,0.00231,0.0,0.0,9.34595,0.0,0.0,0.0,0.00284,0.0,0.0,0
0.0,0.0,0.00823,0.09704,0.0,0.0,0.0,0.22382,0.07501,0.0,0.0,1.56999,0.0,0.0,0.26578,0.0,0.0,0.0,0.0,0.0,0.0,8.96433,0.0,3.52321,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.04619,0.0,0.0,0.0,0.0,0.19926,0.0543,0.0,0.0,0.0,0.0,0.0,0.35467,0.0,0.0,0.0,0.0,0.0,0.0,12.43301,0.0,3.37909,0.0,0.0,0.0,0.0084,0.0,0.0,0
0.0,0.0,0.00088,0.00157,0.0,0.0,0.0,0.22309,0.12155,0.0,0.41728,0.0,0.0,0.0,0.61431,0.0,0.0,0.0,0.0,0.0,0.0,6.26491,0.0,1.79391,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45171,0.0,0.0,0.0,0.0,0.0,6.34184,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,8.15341,0.0,0.0,0.10705,0.0,0.0,0.0,0
0.0,0.0,0.06012,0.01062,0.0,0.0,0.0,0.33635,0.38292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51948,0.0,0.0,0.0,0.03587,0.0,0.0,13.99344,0.0,0.0,0.03519,0.02484,0.0,0.0,0
0.0,0.0,0.0,0.00374,0.0,0.0,0.0,0.26012,0.08551,0.0,0.0,10.65778,0.0,0.0,0.40687,0.0,0.0,0.0,0.0,0.0,0.0,0.06333,0.0,4.37049,0.0,0.0,0.62689,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05352,0.01947,0.0,0.0,0.0,0.0,0.0,0.07011,0.0,0.0,0.0,0.0,0.0,0.0,15.7731,0.0,0.58146,0.0,0.02601,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.04694,0.22344,0.08827,0.0,0.0,0.03088,0.0,0.0,0.59388,0.0,0.0,0.0,0.0,0.15092,0.0,43.0738,0.0,1.31455,0.0,0.07905,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15075,0.01791,0.0,0.0,0.0,0.0,0.0,0.20479,0.0,0.0,0.0,0.00118,0.0,0.00665,0.0,0.0,30.38816,0.0,0.0,0.0,0.00891,0.0,0.0,0
0.0,0.0,0.0,0.03935,0.0,0.0,0.0,0.06641,0.03439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00741,0.02298,0.0243,0.0,8.1621,0.0,0.0,0.05346,0.03299,0.0,0.0,0
0.0,0.0,0.39561,0.0,0.0,0.0,0.03814,0.31013,0.27243,0.0,0.0,0.0,0.0,0.0,0.48014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73658,0.0,0.09058,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21651,0.24125,0.0,0.0097,0.0,0.0,0.0,0.57187,0.0,0.0,0.0,0.00455,0.0,0.00215,0.0,0.0,14.96351,0.0,0.07507,0.0,0.02497,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16813,0.01851,0.0,0.0,0.0,0.0,0.0,0.13423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97279,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.04005,0.0,0.0,0.0,0.08264,0.1299,0.02685,0.0,0.23436,0.0,0.0,0.0,0.20149,0.0,0.0,0.0,0.0,0.0,0.0,0.30257,0.0,0.0113,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.14482,0.0,0.0,0.03034,0.13272,0.06845,0.0,0.00016,0.0,0.0,0.0,0.3336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.34563,0.0,0.0,0.0,0.0005,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15889,0.10183,0.0,0.04754,2.03168,0.0,0.0,0.43448,0.0,0.0,0.0,0.0,0.01711,0.00748,27.68685,0.0,3.66156,0.0,0.0467,0.0,0.00216,0.0,0.0,0
0.0,0.34748,0.91877,0.0054,0.0,0.0,0.0,0.08243,0.14358,0.0,0.0,0.99933,0.0,0.0,0.38979,0.0,0.21573,0.0,0.0,0.0,0.0,0.0,0.0,0.60775,0.0,0.18185,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.08463,0.0,0.0,0.0,0.0341,0.06909,0.0,0.0,1.08199,0.0,0.0,0.1994,0.0,0.00252,0.0,0.0,0.0,0.00066,0.0,0.0,8.87192,0.0,0.0,0.00673,0.00262,0.0,0.0,0
0.0,0.0,0.0482,0.16985,0.0,0.0,0.0,0.03247,0.08566,0.0,0.0,0.0,0.0,0.0,0.87497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67383,0.0,0.02135,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0017,0.17752,0.0,0.0,0.0,0.17667,0.04808,0.0,0.0,0.0,0.0,0.0,0.15056,0.0,0.07707,0.0,0.0,0.0,0.0,0.0,0.0,1.67492,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.24208,0.0,0.0,0.0,0.32166,0.02053,0.0,0.0,0.0,0.0,0.0,0.41788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17338,0.0,0.06582,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03816,0.0,0.0,0.0,0.0,0.0,0.0,0.24139,0.0,0.0,0.0,0.0,0.03815,0.01882,0.0,0.0,16.45431,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.65566,0.0,0.0,0.0,0.77556,0.09823,0.0,0.0,0.33332,0.0,0.0,1.47332,0.0,0.8756,0.0,0.0,0.0,0.0,0.0,0.0,9.496,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18874,0.07398,0.0,0.0,0.0,0.0,0.0,0.44504,0.0,0.0,0.0,0.00045,0.0,0.0,19.71067,0.0,7.82757,0.0,0.0,0.0,0.00757,0.0,0.0,0
0.0,0.0,0.0,0.04586,0.0,0.0,0.0,0.04976,0.02018,0.0,0.0,0.24538,0.0,0.0,0.45758,0.0,0.0,0.0,0.0,0.0688,0.23477,0.0,0.0,10.70056,0.0,0.0,0.0,0.00242,0.0,0.0,0
0.0,0.0,0.0,0.00778,0.0,0.0,0.0,0.03734,0.07234,0.0,0.0,2.3671,0.0,0.0,0.46508,0.0,0.0,0.0,0.0,0.0,0.0,18.83096,0.0,1.27933,0.0,0.11106,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.17027,0.0,0.0,0.0,0.22139,0.48281,0.0,0.02231,0.0,0.0,0.0,0.90714,0.0,0.0,0.0,0.0,0.0,0.0,9.77833,0.0,0.63398,0.0,0.03167,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01133,0.03639,0.0,0.4752,1.84641,0.0,0.0,0.08602,0.0,0.0,0.0,0.0,0.00443,0.0,0.0,0.0,4.76271,0.0,0.0611,0.00678,0.0,0.0,0.0,0
0.0,0.0,0.0,0.05982,0.0,0.0,0.0,0.10414,0.04628,0.0,0.011,0.02787,0.0,0.0,0.38015,0.0,0.0,0.0,0.0,0.05649,0.0,0.0,0.0,0.42849,0.0,0.00437,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08474,0.08494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00401,0.0,0.0,0.0,12.90746,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.01374,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.00132,0.0,0.0,0.0,0.14931,0.05314,0.0,0.0,0.0,0.0,0.0,0.82456,0.0,0.0,0.0,0.02034,0.0,0.0,6.53058,0.0,2.83059,0.0,0.11057,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0219,0.00441,0.0,0.0,0.0,0.06288,0.16045,0.0,0.0,0.0,0.0,0.0,0.26446,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,7.22886,0.0,0.0,0.00055,0.0,0.0,0.0,0
0.0,0.0,0.0,0.31663,0.0,0.0,0.02482,0.0,0.12057,0.0,0.0,0.0,0.0,0.0,0.65644,0.0,0.0,0.0,0.0,0.03859,0.0,0.0,0.0,14.00483,0.0,0.0,0.0,0.00754,0.0,0.0,0
0.0,0.0,0.0426,0.0,0.0,0.0,0.0,0.08943,0.32727,0.0,0.0,0.0,0.0,0.0,0.39404,0.0,1.96495,0.0,0.0,0.00044,0.0,0.0,0.0,8.4515,0.0,0.0,0.0,0.0131,0.0,0.0,0
0.0,0.00341,0.0,0.0,0.0,0.0,0.43849,0.0,0.77094,0.0,0.0,0.0,0.0,0.0,0.79738,0.0,2.09525,0.0,0.0,0.0,0.03107,0.0,0.0,11.73461,0.0,0.0,0.0,0.0903,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15929,0.00489,0.0,0.09187,0.0,0.0,0.0,1.20505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.01097,0.0,0.0,0.0,0.07183,0.05431,0.0,0.0,0.00303,0.0,0.0,0.21794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29902,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.19504,0.0,0.0,0.0,0.19118,0.04714,0.0,0.0,0.0,0.0,0.0,0.82202,0.0,0.0,0.0,0.0,0.0,0.00323,0.0,0.0,2.29005,0.0,0.06578,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09803,0.0,0.0,0.0,0.0,0.0,0.68164,0.0,0.0,0.0,0.0,0.0,0.01222,0.0,0.0,32.2364,0.0,0.0,0.0,0.14463,0.0,0.0,0
0.0,0.0,0.02836,0.0,0.0,0.0,0.01506,0.10955,0.06968,0.0,0.0,0.0,0.0,0.0,0.82433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48587,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.15583,0.0,0.0,0.0,0.18203,0.08136,0.0,0.0,0.31433,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,1.24497,0.0,0.0,0.0,0.01712,0.0,0.0,0
0.0,0.0,0.0,0.01458,0.0,0.0,0.0,0.03408,0.11153,0.0,0.0,0.66016,0.0,0.0,0.20476,0.0,1.43623,0.0,0.0,0.0,0.01031,42.1395,0.0,0.49136,0.0,0.02332,0.00433,0.0,0.0,0.0,0
0.0,0.0,0.00228,0.02158,0.0,0.0,0.0,0.10327,0.07559,0.0,0.13955,0.0,0.0,0.0,0.57568,0.0,0.0,0.0,0.0,0.0,0.0,2.06906,0.0,10.00208,0.0,0.0,0.0,0.00046,0.0,0.0,0
0.0,0.0,0.05979,0.0,0.0,0.0,0.0,0.0572,0.07789,0.0,0.0,0.0,0.0,0.0,0.96546,0.0,0.0,0.0,0.0,0.0,0.0,16.88513,0.0,4.70245,0.0,0.02074,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0345,0.03399,0.0,0.0,0.0,0.0,0.0,0.41188,0.0,0.0,0.0,0.0,0.0,0.0,32.17106,0.0,1.7719,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.00105,0.01268,0.0,0.0,0.01659,0.03665,0.57988,0.0,0.0,0.0,0.0,0.0,0.4233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.30464,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.19323,0.0,0.0,0.0,0.0,0.08428,0.20394,0.0,0.0,0.0,0.0,0.0,0.40712,0.0,0.0,0.0,0.0,0.0,0.02196,5.8913,0.0,2.25402,0.0,0.04385,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23479,0.1781,0.0,0.0,0.0,0.0,0.0,0.47824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12879,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04955,0.67512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16013,0.0,0.0,0.00698,0.0242,0.0,0.0,28.73504,0.0,0.0,0.00721,0.00734,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01792,0.07976,0.0,0.0,0.15918,0.0,0.0,0.25829,0.0,0.0,0.0,0.00492,0.0019,0.02101,0.0,0.0,4.46972,0.0,0.0,0.0,0.00205,0.0,0.0,0
0.0,0.0,0.0,0.00165,0.0,0.0,0.16426,0.52132,0.61186,0.0,0.21243,0.01004,0.0,0.0,0.98429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31963,0.0,0.10673,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01523,0.0,0.0,6.08116,0.0,0.0,0.20175,0.0,3.14483,0.0,0.0,0.01337,0.01337,0.0,0.0,33.30296,0.0,0.0,0.0,0.01249,0.0,0.0,0
0.0,0.0,0.0,0.08251,0.0,0.0,0.0,0.12311,0.17232,0.0,0.03318,0.0,0.0,0.0,0.28783,0.0,0.13293,0.0,0.0,0.0,0.00012,20.37956,0.0,1.05151,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.00636,0.0,0.0,0.0,0.10487,0.28086,0.0,0.0,0.0,0.0,0.0,0.55466,0.0,1.29916,0.0,0.0,0.0,0.00029,0.00788,0.0,10.99675,0.0,0.0,0.0,0.00796,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0202,0.16705,0.16186,0.0,0.0,0.0,0.0,0.0,0.45762,0.0,0.0,0.0,0.0,0.0,0.0215,0.0,0.0,15.00341,0.0,0.0,0.00026,0.00398,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3505,0.0,0.0,0.0,0.0,0.0,0.11336,0.0,0.0,0.0,0.0,0.0,0.01473,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0,0
0.0,0.0,0.0,0.1197,0.0,0.0,0.0,0.0,0.54684,0.0,0.0,0.0,0.0,0.0,13.88834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38925,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.06748,0.0,0.0,0.4168,1.18101,0.79778,0.0,0.0,0.0,0.0,0.0,10.01512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2951,0.0,0.04222,0.0,0.12851,0.0,0.0,1
0.0,0.0,0.0252,0.0,0.0,0.0,0.18155,0.15544,0.20505,0.0,0.48339,0.0,0.0,0.0,0.5125,0.0,0.10624,0.0,0.0,0.0,0.0,0.0,0.0,0.04038,0.0,0.0,0.00779,0.0,0.0,0.0,1
0.0,0.00033,0.54162,0.01099,0.0,0.0,2.11763,1.64025,1.41781,0.0,1.54956,0.0,0.0,0.0,2.54937,0.0,0.14175,0.0,0.0,0.03617,0.0,0.0,0.0,0.16914,0.0,0.0,0.37333,0.03656,0.0,0.00091,1
0.0,0.0,0.0,0.01905,0.0,0.0,0.0,1.21662,2.121,0.0,0.0,0.0,0.0,0.0,3.66576,0.0,0.0,0.0,0.0,0.02786,0.0,0.0,0.0,3.57183,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.03309,0.0,0.00109,0.0,1.30272,0.73418,0.0,0.0,0.0,0.02743,0.0,3.87816,0.0,0.0,0.102,0.0,0.01107,0.0,0.0,0.0,0.82836,0.0,0.0,0.0,0.00138,0.0,0.0,1
0.0,0.0,0.041,0.03375,0.0,0.0,0.0,0.0,0.3025,0.0,0.0,0.0,0.0,0.0,0.99944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84138,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.03391,0.05841,0.0,0.0,0.0,0.56248,1.1709,0.0,0.0,0.0,0.0,0.0,1.56135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13062,0.0,0.0,0.05278,0.0,0.0,0.0,1
0.0,0.0,0.0,0.11446,0.0,0.0,0.0,0.00654,0.18239,0.0,0.0,0.0,0.0,0.0,1.24054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.40605,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.2675,0.25441,0.0,0.0,0.76184,1.1758,1.52839,0.0,0.0,0.0,0.0,0.0,1.98253,0.0,0.0,0.0,0.00508,0.16083,0.0,0.0,0.0,6.13316,0.0,0.07145,0.02275,0.03441,0.05542,0.0,1
0.0,0.0,0.53051,0.0,0.0,0.0,0.0,0.0,0.16146,0.0,0.0,0.0,0.0,0.0,0.39573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44815,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.07315,0.07993,0.0,0.0,0.0,0.51291,0.23614,0.0,0.00425,0.0,0.0,0.0,1.16925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62223,0.0,0.05179,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00682,0.0,0.0,0.0,0.0,0.0,0.0,0.11161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07671,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.00357,0.00066,0.0,0.42695,0.99184,0.08002,0.0,0.0,0.0,0.0,0.0,5.47829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2489,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.03208,0.0,0.0,0.0,0.06173,0.32235,0.0,0.0,0.0,0.0,0.0,0.90954,0.0,0.34207,0.0,0.0,0.0,0.0,0.0,0.0,8.83148,0.0,0.0,0.05118,0.0,0.0,0.0,1
0.0,0.0,0.0,0.00982,0.0,0.0,0.0,0.42966,0.13474,0.0,0.0,0.0,0.0,0.0,1.80913,0.0,0.12086,0.0,0.0,0.0,0.0,0.0,0.0,2.79149,0.0,0.0,0.01227,0.00832,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1.13991,0.00396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02259,0.0,0.0,10.87844,0.0,0.0,1.45577,0.00076,0.0,0.0,1
0.0,0.0,0.0,0.01125,0.0,0.0,0.08106,0.14785,0.46004,0.0,0.0,0.0,0.0,0.0,1.76597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74057,0.0,0.0,0.05853,0.0,0.0,0.0,1
0.0,0.0,0.12347,0.66484,0.0,0.0,0.67836,0.73035,0.56183,0.0,0.0,0.0,0.0,0.0,1.99822,0.0,0.0,0.0,0.02246,0.0,0.02083,0.0,0.0,4.05883,0.0,0.0,1.42641,0.00208,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.14611,0.37838,0.46286,0.0,0.0,0.0,0.0,0.0,3.09986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.35535,0.0,0.0,0.0,0.00222,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1.32356,0.81143,0.17631,0.0,0.0,0.0,0.0,0.0,2.37553,0.0,0.0,0.0,0.01953,0.0,0.00672,0.0,0.0,9.12633,0.0,0.0,0.0,0.2041,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07502,0.38239,0.0,0.0,0.0,0.0,0.0,0.42538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.07335,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.06414,0.02255,0.0,0.0,0.71703,1.69641,0.5712,0.0,0.0,0.0,0.0,0.0,1.16639,0.0,0.0,0.0,0.00123,0.0,0.0,0.0,0.0,8.35667,0.0,0.0,0.24544,0.0354,0.0,0.0,1
0.0,0.0,0.0,0.1422,0.0,0.0,0.0,0.04432,0.17192,0.0,0.0,0.0,0.0,0.0,1.63447,0.0,0.0,0.0,0.0,0.03227,0.0,0.0,0.0,9.17578,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.21653,0.0,0.0,0.78633,0.90149,0.17963,0.0,0.0,0.0,0.0,0.0,2.79344,0.0,0.0,0.0,0.0,0.00706,0.03067,0.0,0.0,8.64821,0.0,0.10871,0.01104,0.1704,0.0,0.0,1
0.0,0.0,0.0,0.02322,0.0,0.0,0.0,0.7361,0.50381,0.0,0.0,0.0,0.0,0.0,0.9255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.95814,0.0,0.28451,0.0,0.0,0.0,0.0,1
0.0,0.0,0.56998,0.017,0.0,0.09553,0.00605,0.65859,0.64009,0.0,0.0,0.0,0.0,0.0,3.9247,0.0,0.0,0.0,0.0,0.0,0.00505,0.0,0.0,3.94666,0.0,0.03681,0.0,0.00071,0.0,0.0,1
