#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/ubuntu/anaconda3/envs/metaphlan/bin/metaphlan --bowtie2out ./output/ERR209293.bowtie2out.bz2 /media/ubuntu/My Passport/NieisenHB 2014 PRIEB1220/ERR209293_1.fastq,/media/ubuntu/My Passport/NieisenHB 2014 PRIEB1220/ERR209293_2.fastq --nproc 60 --input_type fastq --read_min_len 50 -o ./output/ERR209293_mtphlan.txt
#13624891 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.9889	
k__Archaea	2157	0.0111	
k__Bacteria|p__Firmicutes	2|1239	72.04325	
k__Bacteria|p__Bacteroidota	2|976	23.49303	
k__Bacteria|p__Proteobacteria	2|1224	3.16167	
k__Bacteria|p__Tenericutes	2|544448	0.71298	
k__Bacteria|p__Actinobacteria	2|201174	0.3371	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.23838	
k__Archaea|p__Euryarchaeota	2157|28890	0.0111	
k__Bacteria|p__Lentisphaerae	2|256845	0.00248	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	39.49169	
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	23.31552	
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	12.92548	
k__Bacteria|p__Firmicutes|c__CFGB31455	2|1239|	5.20011	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	2.98727	
k__Bacteria|p__Firmicutes|c__CFGB72899	2|1239|	2.29438	
k__Bacteria|p__Proteobacteria|c__CFGB2403	2|1224|	1.58376	
k__Bacteria|p__Firmicutes|c__CFGB10309	2|1239|	1.37086	
k__Bacteria|p__Firmicutes|c__CFGB72924	2|1239|	1.1701	
k__Bacteria|p__Proteobacteria|c__CFGB2404	2|1224|	0.8697	
k__Bacteria|p__Firmicutes|c__CFGB79294	2|1239|	0.83121	
k__Bacteria|p__Firmicutes|c__CFGB3237	2|1239|	0.7951	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.70821	
k__Bacteria|p__Firmicutes|c__CFGB1325	2|1239|	0.6221	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.60388	
k__Bacteria|p__Firmicutes|c__CFGB1354	2|1239|	0.56266	
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.45827	
k__Bacteria|p__Tenericutes|c__CFGB1787	2|544448|	0.39924	
k__Bacteria|p__Tenericutes|c__CFGB1789	2|544448|	0.31373	
k__Bacteria|p__Firmicutes|c__CFGB1776	2|1239|	0.31049	
k__Bacteria|p__Firmicutes|c__CFGB10341	2|1239|	0.27596	
k__Bacteria|p__Firmicutes|c__CFGB1359	2|1239|	0.27426	
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	0.2539	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2102	2|1798710|	0.21992	
k__Bacteria|p__Firmicutes|c__CFGB58324	2|1239|	0.21039	
k__Bacteria|p__Firmicutes|c__CFGB1798	2|1239|	0.19053	
k__Bacteria|p__Actinobacteria|c__CFGB12107	2|201174|	0.18242	
k__Bacteria|p__Bacteroidota|c__CFGB602	2|976|	0.17425	
k__Bacteria|p__Firmicutes|c__CFGB4559	2|1239|	0.17251	
k__Bacteria|p__Firmicutes|c__CFGB1799	2|1239|	0.12804	
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.10716	
k__Bacteria|p__Firmicutes|c__CFGB3023	2|1239|	0.08592	
k__Bacteria|p__Firmicutes|c__CFGB1226	2|1239|	0.08546	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.07913	
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	0.06678	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.06515	
k__Bacteria|p__Firmicutes|c__CFGB2881	2|1239|	0.05988	
k__Bacteria|p__Firmicutes|c__CFGB3062	2|1239|	0.05986	
k__Bacteria|p__Firmicutes|c__CFGB2942	2|1239|	0.0571	
k__Bacteria|p__Firmicutes|c__CFGB1201	2|1239|	0.05216	
k__Bacteria|p__Firmicutes|c__CFGB1380	2|1239|	0.04237	
k__Bacteria|p__Firmicutes|c__CFGB2937	2|1239|	0.03236	
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.0323	
k__Bacteria|p__Firmicutes|c__CFGB2945	2|1239|	0.03224	
k__Bacteria|p__Firmicutes|c__CFGB40183	2|1239|	0.03157	
k__Bacteria|p__Firmicutes|c__CFGB10477	2|1239|	0.03129	
k__Bacteria|p__Firmicutes|c__CFGB1374	2|1239|	0.02009	
k__Bacteria|p__Firmicutes|c__CFGB3047	2|1239|	0.01719	
k__Bacteria|p__Firmicutes|c__CFGB9272	2|1239|	0.01559	
k__Bacteria|p__Firmicutes|c__CFGB32970	2|1239|	0.01518	
k__Bacteria|p__Firmicutes|c__CFGB2936	2|1239|	0.01336	
k__Bacteria|p__Firmicutes|c__CFGB78183	2|1239|	0.01293	
k__Bacteria|p__Firmicutes|c__CFGB1011	2|1239|	0.01164	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.0111	
k__Bacteria|p__Firmicutes|c__CFGB1012	2|1239|	0.01084	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107	2|1798710|	0.01064	
k__Bacteria|p__Actinobacteria|c__CFGB77988	2|201174|	0.01041	
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	2|1798710|	0.00782	
k__Bacteria|p__Firmicutes|c__CFGB1258	2|1239|	0.00712	
k__Bacteria|p__Firmicutes|c__CFGB3041	2|1239|	0.00545	
k__Bacteria|p__Bacteroidota|c__CFGB593	2|976|	0.00326	
k__Bacteria|p__Firmicutes|c__CFGB1311	2|1239|	0.00292	
