#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/ubuntu/anaconda3/envs/metaphlan/bin/metaphlan /media/ubuntu/My Passport/NieisenHB 2014 PRIEB1220/ERR209584_1.fastq,/media/ubuntu/My Passport/NieisenHB 2014 PRIEB1220/ERR209584_2.fastq --nproc 60 --input_type fastq -o /mnt/data/output/ERR209584_mtphlan.txt --bowtie2out /mnt/data/output/ERR209584.bowtie2out.bz2
#35405559 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	98.24154	
k__Archaea	2157	1.74194	
k__Eukaryota	2759	0.01652	
k__Bacteria|p__Firmicutes	2|1239	53.12215	
k__Bacteria|p__Bacteroidota	2|976	38.8441	
k__Bacteria|p__Tenericutes	2|544448	2.62832	
k__Archaea|p__Euryarchaeota	2157|28890	1.74194	
k__Bacteria|p__Verrucomicrobia	2|74201	1.4579	
k__Bacteria|p__Proteobacteria	2|1224	1.38356	
k__Bacteria|p__Actinobacteria	2|201174	0.34067	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.2882	
k__Bacteria|p__Lentisphaerae	2|256845	0.17663	
k__Eukaryota|p__Eukaryota_unclassified	2759|	0.01652	
k__Bacteria|p__Bacteroidota|c__CFGB343	2|976|	34.46256	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	14.54338	
k__Bacteria|p__Firmicutes|c__CFGB73902	2|1239|	5.48666	
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	5.34525	
k__Bacteria|p__Firmicutes|c__CFGB10314	2|1239|	4.85161	
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	4.21588	
k__Bacteria|p__Firmicutes|c__CFGB31455	2|1239|	4.07778	
k__Bacteria|p__Firmicutes|c__CFGB1798	2|1239|	3.36654	
k__Bacteria|p__Tenericutes|c__CFGB1787	2|544448|	2.62832	
k__Bacteria|p__Firmicutes|c__CFGB4648	2|1239|	1.84732	
k__Bacteria|p__Firmicutes|c__CFGB1776	2|1239|	1.75906	
