#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/ubuntu/anaconda3/envs/metaphlan/bin/metaphlan --bowtie2out ./output/ERR209094.bowtie2out.bz2 /media/ubuntu/My Passport/NieisenHB 2014 PRIEB1220/ERR209094_1.fastq,/media/ubuntu/My Passport/NieisenHB 2014 PRIEB1220/ERR209094_2.fastq --nproc 60 --input_type fastq --read_min_len 50 -o ./output/ERR209094_mtphlan.txt
#9549739 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.99315	
k__Archaea	2157	0.00685	
k__Bacteria|p__Firmicutes	2|1239	63.5563	
k__Bacteria|p__Bacteroidota	2|976	29.89838	
k__Bacteria|p__Proteobacteria	2|1224	6.0795	
k__Bacteria|p__Lentisphaerae	2|256845	0.14375	
k__Bacteria|p__Tenericutes	2|544448	0.10048	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.07868	
k__Bacteria|p__Actinobacteria	2|201174	0.07259	
k__Bacteria|p__Verrucomicrobia	2|74201	0.05975	
k__Archaea|p__Euryarchaeota	2157|28890	0.00685	
k__Bacteria|p__Bacteria_unclassified	2|	0.00371	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	42.45744	
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	29.89838	
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	5.36917	
k__Bacteria|p__Firmicutes|c__CFGB1776	2|1239|	4.25365	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	3.17965	
k__Bacteria|p__Proteobacteria|c__CFGB10055	2|1224|	2.44353	
k__Bacteria|p__Firmicutes|c__CFGB1325	2|1239|	2.25878	
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	1.84353	
k__Bacteria|p__Firmicutes|c__CFGB1474	2|1239|	1.29248	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.17134	
k__Bacteria|p__Firmicutes|c__CFGB2834	2|1239|	0.68707	
k__Bacteria|p__Firmicutes|c__CFGB10021	2|1239|	0.53521	
k__Bacteria|p__Firmicutes|c__CFGB3062	2|1239|	0.49232	
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	0.45051	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.37907	
k__Bacteria|p__Firmicutes|c__CFGB1359	2|1239|	0.33434	
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	0.28662	
k__Bacteria|p__Firmicutes|c__CFGB9272	2|1239|	0.2256	
k__Bacteria|p__Firmicutes|c__CFGB1226	2|1239|	0.19271	
k__Bacteria|p__Firmicutes|c__CFGB10477	2|1239|	0.19227	
k__Bacteria|p__Lentisphaerae|c__CFGB2378	2|256845|	0.14375	
k__Bacteria|p__Firmicutes|c__CFGB72924	2|1239|	0.14039	
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	0.13419	
k__Bacteria|p__Firmicutes|c__CFGB2839	2|1239|	0.12201	
k__Bacteria|p__Firmicutes|c__CFGB1354	2|1239|	0.11687	
k__Bacteria|p__Tenericutes|c__CFGB1787	2|544448|	0.10048	
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.09649	
k__Bacteria|p__Firmicutes|c__CFGB3070	2|1239|	0.09648	
k__Bacteria|p__Firmicutes|c__CFGB2985	2|1239|	0.09143	
k__Bacteria|p__Firmicutes|c__CFGB2936	2|1239|	0.08766	
k__Bacteria|p__Firmicutes|c__CFGB3038	2|1239|	0.08497	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107	2|1798710|	0.07868	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.07726	
k__Bacteria|p__Firmicutes|c__CFGB1211	2|1239|	0.0769	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.07539	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.07259	
k__Bacteria|p__Firmicutes|c__CFGB3023	2|1239|	0.06759	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.05975	
k__Bacteria|p__Firmicutes|c__CFGB1292	2|1239|	0.0552	
k__Bacteria|p__Firmicutes|c__CFGB4616	2|1239|	0.0429	
k__Bacteria|p__Firmicutes|c__CFGB4605	2|1239|	0.03953	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.03863	
k__Bacteria|p__Firmicutes|c__CFGB1126	2|1239|	0.03349	
k__Bacteria|p__Firmicutes|c__CFGB1260	2|1239|	0.025	
k__Bacteria|p__Firmicutes|c__CFGB1011	2|1239|	0.02378	
k__Bacteria|p__Firmicutes|c__CFGB2845	2|1239|	0.02291	
k__Bacteria|p__Firmicutes|c__CFGB3041	2|1239|	0.01138	
k__Bacteria|p__Firmicutes|c__CFGB79294	2|1239|	0.00995	
k__Bacteria|p__Firmicutes|c__CFGB2844	2|1239|	0.00875	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.00685	
k__Bacteria|p__Firmicutes|c__CFGB2915	2|1239|	0.00524	
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2||	0.00371	
k__Bacteria|p__Firmicutes|c__CFGB30287	2|1239|	0.00304	
k__Bacteria|p__Firmicutes|c__CFGB2930	2|1239|	0.00242	
k__Bacteria|p__Firmicutes|c__CFGB9120	2|1239|	0.00067	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	42.45744	
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	29.89838	
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642	2|1239||	5.36917	
k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776	2|1239||	4.25365	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	3.17965	
k__Bacteria|p__Proteobacteria|c__CFGB10055|o__OFGB10055	2|1224||	2.44353	
k__Bacteria|p__Firmicutes|c__CFGB1325|o__OFGB1325	2|1239||	2.25878	
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	2|1239||	1.84353	
k__Bacteria|p__Firmicutes|c__CFGB1474|o__OFGB1474	2|1239||	1.29248	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	1.17134	
k__Bacteria|p__Firmicutes|c__CFGB2834|o__OFGB2834	2|1239||	0.68707	
