#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/ubuntu/anaconda3/envs/metaphlan/bin/metaphlan --bowtie2out ./output/ERR209082.bowtie2out.bz2 /media/ubuntu/My Passport/NieisenHB 2014 PRIEB1220/ERR209082_1.fastq,/media/ubuntu/My Passport/NieisenHB 2014 PRIEB1220/ERR209082_2.fastq --nproc 60 --input_type fastq --read_min_len 50 -o ./output/ERR209082_mtphlan.txt
#9900135 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.2374	
k__Archaea	2157	0.71594	
k__Eukaryota	2759	0.04666	
k__Bacteria|p__Bacteroidota	2|976	46.93432	
k__Bacteria|p__Firmicutes	2|1239	44.87345	
k__Bacteria|p__Proteobacteria	2|1224	4.66862	
k__Bacteria|p__Verrucomicrobia	2|74201	0.87015	
k__Bacteria|p__Lentisphaerae	2|256845	0.8413	
k__Archaea|p__Euryarchaeota	2157|28890	0.71594	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.63103	
k__Bacteria|p__Actinobacteria	2|201174	0.40802	
k__Eukaryota|p__Eukaryota_unclassified	2759|	0.04666	
k__Bacteria|p__Tenericutes	2|544448	0.01051	
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	43.19315	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	28.1357	
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	4.12045	
k__Bacteria|p__Bacteroidota|c__CFGB645	2|976|	3.21456	
k__Bacteria|p__Firmicutes|c__CFGB72899	2|1239|	2.78658	
k__Bacteria|p__Proteobacteria|c__CFGB2404	2|1224|	1.45176	
k__Bacteria|p__Firmicutes|c__CFGB10312	2|1239|	1.33526	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.31248	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	1.24501	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.91878	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.87015	
k__Bacteria|p__Lentisphaerae|c__CFGB2378	2|256845|	0.75772	
k__Bacteria|p__Firmicutes|c__CFGB1325	2|1239|	0.7475	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.71594	
k__Bacteria|p__Proteobacteria|c__CFGB10055	2|1224|	0.71519	
k__Bacteria|p__Firmicutes|c__CFGB3062	2|1239|	0.62104	
k__Bacteria|p__Firmicutes|c__CFGB79294	2|1239|	0.58916	
k__Bacteria|p__Firmicutes|c__CFGB10477	2|1239|	0.49855	
k__Bacteria|p__Bacteroidota|c__CFGB602	2|976|	0.48989	
k__Bacteria|p__Firmicutes|c__CFGB1320	2|1239|	0.48437	
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	0.48168	
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	2|1798710|	0.47124	
k__Bacteria|p__Firmicutes|c__CFGB2875	2|1239|	0.46161	
k__Bacteria|p__Firmicutes|c__CFGB74971	2|1239|	0.44499	
k__Bacteria|p__Proteobacteria|c__CFGB2874	2|1224|	0.33787	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.33333	
k__Bacteria|p__Firmicutes|c__CFGB3070	2|1239|	0.26513	
k__Bacteria|p__Firmicutes|c__CFGB2937	2|1239|	0.2243	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.21368	
k__Bacteria|p__Firmicutes|c__CFGB10299	2|1239|	0.19893	
k__Bacteria|p__Firmicutes|c__CFGB2834	2|1239|	0.19876	
k__Bacteria|p__Firmicutes|c__CFGB2839	2|1239|	0.15588	
k__Bacteria|p__Firmicutes|c__CFGB1780	2|1239|	0.1198	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.11048	
k__Bacteria|p__Firmicutes|c__CFGB31455	2|1239|	0.10368	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107	2|1798710|	0.08703	
k__Bacteria|p__Actinobacteria|c__CFGB12107	2|201174|	0.08386	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.07951	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2106	2|1798710|	0.07275	
k__Bacteria|p__Firmicutes|c__CFGB1771	2|1239|	0.06683	
k__Bacteria|p__Firmicutes|c__CFGB3023	2|1239|	0.06669	
k__Bacteria|p__Firmicutes|c__CFGB1359	2|1239|	0.06434	
k__Bacteria|p__Firmicutes|c__CFGB78183	2|1239|	0.06101	
k__Bacteria|p__Lentisphaerae|c__CFGB2345	2|256845|	0.06099	
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	0.05958	
k__Bacteria|p__Firmicutes|c__CFGB2845	2|1239|	0.05944	
k__Bacteria|p__Firmicutes|c__CFGB1226	2|1239|	0.05253	
k__Bacteria|p__Firmicutes|c__CFGB82363	2|1239|	0.05215	
k__Bacteria|p__Firmicutes|c__CFGB1778	2|1239|	0.04823	
k__Eukaryota|p__Eukaryota_unclassified|c__Bigyra	2759||2683628	0.04666	
k__Bacteria|p__Firmicutes|c__CFGB9512	2|1239|	0.04159	
k__Bacteria|p__Firmicutes|c__CFGB3047	2|1239|	0.03906	
k__Bacteria|p__Firmicutes|c__CFGB2881	2|1239|	0.03822	
k__Bacteria|p__Firmicutes|c__CFGB3043	2|1239|	0.03806	
k__Bacteria|p__Firmicutes|c__CFGB1227	2|1239|	0.03739	
k__Bacteria|p__Firmicutes|c__CFGB3038	2|1239|	0.03649	
k__Bacteria|p__Firmicutes|c__CFGB9120	2|1239|	0.03526	
k__Bacteria|p__Bacteroidota|c__CFGB667	2|976|	0.02958	
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	0.02905	
k__Bacteria|p__Firmicutes|c__CFGB1249	2|1239|	0.02753	
k__Bacteria|p__Firmicutes|c__CFGB1011	2|1239|	0.02739	
k__Bacteria|p__Firmicutes|c__CFGB2846	2|1239|	0.02681	
k__Bacteria|p__Firmicutes|c__CFGB2949	2|1239|	0.02648	
k__Bacteria|p__Firmicutes|c__CFGB2957	2|1239|	0.02583	
k__Bacteria|p__Firmicutes|c__CFGB1473	2|1239|	0.02502	
k__Bacteria|p__Firmicutes|c__CFGB9583	2|1239|	0.02387	
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.02259	
k__Bacteria|p__Firmicutes|c__CFGB2898	2|1239|	0.02231	
k__Bacteria|p__Firmicutes|c__CFGB79291	2|1239|	0.02108	
k__Bacteria|p__Firmicutes|c__CFGB3069	2|1239|	0.01835	
k__Bacteria|p__Firmicutes|c__CFGB79270	2|1239|	0.01591	
k__Bacteria|p__Firmicutes|c__CFGB1776	2|1239|	0.01519	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.01424	
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.0132	
k__Bacteria|p__Firmicutes|c__CFGB1211	2|1239|	0.01293	
k__Bacteria|p__Tenericutes|c__CFGB1787	2|544448|	0.01051	
k__Bacteria|p__Firmicutes|c__CFGB3041	2|1239|	0.00981	
k__Bacteria|p__Bacteroidota|c__CFGB1670	2|976|	0.00714	
k__Bacteria|p__Firmicutes|c__CFGB2952	2|1239|	0.00507	
k__Bacteria|p__Firmicutes|c__CFGB1677	2|1239|	0.00437	
k__Bacteria|p__Firmicutes|c__CFGB3072	2|1239|	0.00385	
k__Bacteria|p__Firmicutes|c__CFGB24517	2|1239|	0.00304	
k__Bacteria|p__Firmicutes|c__CFGB4529	2|1239|	0.00264	
k__Bacteria|p__Firmicutes|c__CFGB77202	2|1239|	0.00226	
k__Bacteria|p__Firmicutes|c__CFGB30328	2|1239|	0.00167	
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	43.19315	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	28.0358	
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	2|1239||	4.12045	
k__Bacteria|p__Bacteroidota|c__CFGB645|o__OFGB645	2|976||	3.21456	
k__Bacteria|p__Firmicutes|c__CFGB72899|o__OFGB72899	2|1239||	2.78658	
k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404	2|1224||	1.45176	
k__Bacteria|p__Firmicutes|c__CFGB10312|o__OFGB10312	2|1239||	1.33526	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	1.31248	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	1.24501	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.91878	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	0.87015	
k__Bacteria|p__Lentisphaerae|c__CFGB2378|o__OFGB2378	2|256845||	0.75772	
k__Bacteria|p__Firmicutes|c__CFGB1325|o__OFGB1325	2|1239||	0.7475	
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0.71594	
k__Bacteria|p__Proteobacteria|c__CFGB10055|o__OFGB10055	2|1224||	0.71519	
k__Bacteria|p__Firmicutes|c__CFGB3062|o__OFGB3062	2|1239||	0.62104	
k__Bacteria|p__Firmicutes|c__CFGB79294|o__OFGB79294	2|1239||	0.58916	
k__Bacteria|p__Firmicutes|c__CFGB10477|o__OFGB10477	2|1239||	0.49855	
k__Bacteria|p__Bacteroidota|c__CFGB602|o__OFGB602	2|976||	0.48989	
k__Bacteria|p__Firmicutes|c__CFGB1320|o__OFGB1320	2|1239||	0.48437	
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936	2|1239||	0.48168	
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales	2|1798710||1906119	0.47124	
k__Bacteria|p__Firmicutes|c__CFGB2875|o__OFGB2875	2|1239||	0.46161	
k__Bacteria|p__Firmicutes|c__CFGB74971|o__OFGB74971	2|1239||	0.44499	
k__Bacteria|p__Proteobacteria|c__CFGB2874|o__OFGB2874	2|1224||	0.33787	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.33333	
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070	2|1239||	0.26513	
k__Bacteria|p__Firmicutes|c__CFGB2937|o__OFGB2937	2|1239||	0.2243	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	2|201174|1760|85004	0.21368	
k__Bacteria|p__Firmicutes|c__CFGB10299|o__OFGB10299	2|1239||	0.19893	
k__Bacteria|p__Firmicutes|c__CFGB2834|o__OFGB2834	2|1239||	0.19876	
k__Bacteria|p__Firmicutes|c__CFGB2839|o__OFGB2839	2|1239||	0.15588	
k__Bacteria|p__Firmicutes|c__CFGB1780|o__OFGB1780	2|1239||	0.1198	
k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455	2|1239||	0.10368	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Candidatus_Borkfalkiales	2|1239|186801|2508939	0.0999	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107	2|1798710||	0.08703	
k__Bacteria|p__Actinobacteria|c__CFGB12107|o__OFGB12107	2|201174||	0.08386	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.07951	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.07898	
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2106|o__OFGB2106	2|1798710||	0.07275	
k__Bacteria|p__Firmicutes|c__CFGB1771|o__OFGB1771	2|1239||	0.06683	
k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023	2|1239||	0.06669	
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359	2|1239||	0.06434	
k__Bacteria|p__Firmicutes|c__CFGB78183|o__OFGB78183	2|1239||	0.06101	
k__Bacteria|p__Lentisphaerae|c__CFGB2345|o__OFGB2345	2|256845||	0.06099	
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054	2|1239||	0.05958	
k__Bacteria|p__Firmicutes|c__CFGB2845|o__OFGB2845	2|1239||	0.05944	
k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226	2|1239||	0.05253	
k__Bacteria|p__Firmicutes|c__CFGB82363|o__OFGB82363	2|1239||	0.05215	
k__Bacteria|p__Firmicutes|c__CFGB1778|o__OFGB1778	2|1239||	0.04823	
k__Eukaryota|p__Eukaryota_unclassified|c__Bigyra|o__Opalinata	2759||2683628|42740	0.04666	
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512	2|1239||	0.04159	
k__Bacteria|p__Firmicutes|c__CFGB3047|o__OFGB3047	2|1239||	0.03906	
k__Bacteria|p__Firmicutes|c__CFGB2881|o__OFGB2881	2|1239||	0.03822	
k__Bacteria|p__Firmicutes|c__CFGB3043|o__OFGB3043	2|1239||	0.03806	
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227	2|1239||	0.03739	
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038	2|1239||	0.03649	
